label,device_type,flow_pkts_s,flow_byts_s,flow_duration_s,avg_pkt_len
Normal,camera,184.32,95860.79,0.877,639.6
Normal,speaker,75.83,61536.0,5.405,595.99
DDoS,light,243.72,112331.79,10.658,582.13
Normal,camera,114.87,82442.1,6.534,562.27
DDoS,speaker,359.95,204023.41,2.966,413.68
Normal,light,9.88,100.0,0.597,687.71
Normal,light,54.29,16810.5,2.646,733.56
DDoS,light,326.83,130294.01,6.43,580.73
DDoS,speaker,437.39,125364.21,3.316,558.37
Normal,light,43.06,21534.82,2.554,724.14
Normal,camera,91.83,84000.45,4.145,556.32
Normal,thermostat,85.71,38176.28,0.673,661.61
Normal,speaker,118.3,50808.22,4.932,538.77
DDoS,camera,548.33,486469.24,5.722,541.33
DDoS,thermostat,349.79,106922.55,2.789,703.45
Normal,thermostat,63.2,37464.82,0.825,546.41
Normal,thermostat,19.81,18411.35,6.715,671.19
Normal,light,50.19,100.0,2.711,586.26
DDoS,speaker,617.16,130010.79,6.455,546.01
Normal,camera,114.3,92063.3,7.31,817.62
Normal,camera,89.95,91286.24,3.202,676.13
Normal,camera,127.68,77731.26,3.01,791.54
Normal,speaker,76.28,24119.25,3.443,703.39
Normal,light,59.61,14651.56,5.54,579.35
Normal,camera,122.36,77520.38,1.492,697.61
DDoS,speaker,375.19,194647.01,2.547,639.41
DDoS,speaker,243.87,250792.36,0.525,488.34
DDoS,speaker,568.95,79868.92,2.78,637.42
Normal,speaker,59.69,34477.45,2.85,801.65
Normal,camera,131.5,86598.46,4.674,626.72
Normal,light,51.9,6816.11,5.656,713.88
Normal,thermostat,83.69,33517.91,0.515,689.81
DDoS,speaker,524.11,173664.75,2.977,715.83
Normal,light,48.8,11338.78,2.613,691.06
Normal,light,22.37,7859.54,0.666,631.39
DDoS,light,360.7,98965.2,4.837,593.26
DDoS,camera,731.54,494665.32,8.511,601.24
Normal,thermostat,38.28,35566.17,1.99,699.03
Normal,speaker,64.53,43780.07,3.233,705.74
Normal,speaker,64.06,32993.26,1.843,680.02
Normal,camera,111.22,119805.19,1.822,623.99
Normal,camera,123.72,78704.48,2.867,590.72
Normal,camera,97.78,85867.85,1.577,654.24
DDoS,light,361.91,113406.79,8.652,515.72
Normal,speaker,92.52,41888.98,8.532,689.18
Normal,camera,138.35,66879.48,1.805,520.57
Normal,thermostat,52.72,15758.57,1.883,732.6
Normal,speaker,69.23,20123.48,6.47,776.27
DDoS,light,405.97,87722.93,3.122,538.68
Normal,thermostat,47.3,53210.22,7.962,510.09
Normal,light,48.72,25634.17,3.033,545.94
Normal,thermostat,60.21,24525.19,5.037,794.59
DDoS,camera,711.39,469996.41,8.233,775.61
Normal,light,53.05,25795.27,2.426,750.16
DDoS,light,243.22,43352.93,6.026,549.67
Normal,speaker,81.75,39998.65,0.943,540.48
Normal,light,44.67,13788.57,2.985,742.12
Normal,light,54.05,12834.63,2.638,738.12
DDoS,camera,943.73,553084.51,3.012,555.9
DDoS,thermostat,265.84,146141.8,4.288,469.57
Normal,camera,124.45,103986.64,6.144,628.11
Normal,camera,123.42,86622.48,2.488,597.66
Normal,light,54.65,6309.49,1.719,663.12
Normal,speaker,83.21,27958.25,0.818,780.69
Normal,camera,140.27,65816.34,4.21,644.63
DDoS,thermostat,330.08,160267.86,6.223,377.07
DDoS,speaker,429.67,180692.24,5.312,534.44
Normal,camera,124.3,80124.62,0.602,651.43
Normal,light,54.7,14497.55,4.26,631.05
DDoS,light,372.78,111091.62,7.131,479.08
DDoS,light,160.6,100200.65,5.848,441.47
Normal,camera,132.59,89298.93,0.361,871.32
Normal,thermostat,85.42,13093.78,1.63,661.83
Normal,light,1.0,26483.71,3.015,648.73
Normal,light,50.64,18578.08,3.545,746.06
Normal,camera,94.3,85858.35,2.07,587.15
Normal,light,13.7,100.0,3.475,610.08
Normal,camera,84.79,86578.85,1.692,776.63
Normal,light,52.5,11878.5,0.845,686.37
Normal,camera,131.03,87877.2,1.548,696.29
Normal,speaker,27.33,48649.45,2.222,444.71
DDoS,thermostat,390.33,123849.58,5.469,521.81
DDoS,thermostat,491.15,115844.79,5.708,721.2
Normal,camera,156.54,94129.13,7.796,581.52
Normal,thermostat,74.65,18870.67,2.674,722.84
DDoS,speaker,552.54,199135.51,11.766,337.04
Normal,speaker,95.03,33923.29,1.798,609.44
Normal,thermostat,46.03,11332.62,2.676,619.07
Normal,thermostat,63.99,14852.46,1.585,635.35
Normal,light,50.23,100.0,5.663,712.79
Normal,speaker,51.43,21847.86,1.245,782.36
DDoS,light,100.58,79528.03,3.944,673.73
Normal,thermostat,70.42,29848.59,7.85,581.78
Normal,thermostat,47.88,25470.86,2.666,622.09
DDoS,light,352.52,98169.94,5.715,437.74
Normal,camera,126.23,80441.74,3.235,844.56
Normal,light,50.4,18139.13,0.993,651.97
Normal,thermostat,67.48,10323.83,1.942,802.94
Normal,light,28.31,17249.83,5.107,702.24
Normal,camera,122.17,75881.42,4.334,659.97
Normal,light,40.95,4469.95,5.977,730.72
Normal,thermostat,68.07,35803.11,2.001,662.19
DDoS,light,196.49,97016.26,3.858,653.56
Normal,camera,93.59,103444.99,1.318,552.94
Normal,light,14.57,24391.16,1.583,793.18
Normal,light,46.98,20030.98,0.859,634.57
Normal,light,29.12,17118.32,1.044,732.31
Normal,light,44.22,29129.16,4.915,570.74
DDoS,light,256.9,109015.45,2.213,517.31
Normal,speaker,86.1,42759.24,6.023,565.1
Normal,camera,121.73,98915.94,6.784,739.4
DDoS,speaker,567.91,232884.24,4.853,620.9
Normal,thermostat,65.13,32004.75,2.26,589.08
Normal,camera,143.44,95977.63,2.405,690.61
DDoS,camera,893.03,530432.37,6.315,350.92
DDoS,thermostat,400.68,134242.32,3.575,481.13
DDoS,light,454.5,132801.16,5.804,493.19
Normal,light,20.61,100.0,5.023,750.81
Normal,light,9.26,5897.63,2.052,525.17
DDoS,thermostat,509.84,153870.69,9.509,444.88
Normal,thermostat,88.99,23641.95,1.725,830.77
Normal,camera,122.83,100400.62,3.882,787.21
DDoS,thermostat,532.17,45312.58,3.539,685.97
Normal,thermostat,78.54,14619.08,1.713,438.14
DDoS,camera,717.2,408620.32,17.863,744.93
Normal,camera,153.88,100280.25,2.882,796.8
Normal,light,71.45,100.0,4.467,759.98
Normal,light,77.87,11861.75,2.152,634.07
DDoS,speaker,441.66,214120.23,7.343,512.27
Normal,speaker,61.39,24035.98,2.246,712.76
Normal,light,1.0,9229.98,4.144,565.53
DDoS,thermostat,515.04,97582.58,3.032,417.23
DDoS,light,284.3,113321.64,1.457,262.87
DDoS,light,375.6,81096.67,6.136,799.14
Normal,camera,133.08,73790.43,4.569,641.08
Normal,thermostat,7.12,29493.51,1.864,761.09
DDoS,speaker,562.46,233098.13,11.636,690.63
Normal,thermostat,54.45,27784.91,1.777,667.7
Normal,light,45.74,9244.11,0.991,688.33
Normal,light,43.0,26944.31,2.774,645.68
DDoS,camera,811.4,462210.87,4.383,300.74
Normal,thermostat,35.58,8976.13,0.976,686.79
DDoS,thermostat,304.3,125707.33,7.297,558.19
Normal,camera,113.43,89269.37,2.887,759.59
Normal,camera,130.1,115794.66,1.327,692.95
Normal,speaker,108.09,58014.18,2.258,647.44
Normal,camera,98.46,72831.61,2.709,612.36
Normal,thermostat,31.75,26497.17,0.819,526.6
Normal,camera,118.8,73394.48,5.705,636.93
Normal,speaker,78.62,34541.96,4.302,694.75
DDoS,camera,917.52,270456.41,0.964,547.16
DDoS,thermostat,473.61,96107.99,2.843,416.0
DDoS,speaker,422.47,130452.03,5.373,345.37
Normal,speaker,92.4,28762.1,2.883,696.25
Normal,camera,87.2,64272.06,11.619,682.98
Normal,speaker,62.68,45194.26,1.169,534.6
DDoS,thermostat,557.08,145428.39,5.544,396.64
DDoS,thermostat,427.43,52098.63,1.855,619.05
DDoS,camera,902.03,512996.35,3.148,545.88
Normal,camera,128.71,104891.59,3.172,659.55
Normal,light,35.48,10145.5,3.178,608.12
Normal,thermostat,85.86,28166.39,1.811,557.42
Normal,thermostat,65.97,49382.58,4.05,567.91
Normal,light,41.41,18859.97,4.106,511.48
DDoS,light,364.96,128845.08,0.655,514.58
Normal,camera,140.05,94366.09,3.232,707.13
Normal,light,53.94,7210.83,2.024,563.24
Normal,camera,119.89,100031.64,4.964,612.01
DDoS,light,376.01,88393.36,10.21,335.24
Normal,light,21.11,18523.72,2.781,577.79
DDoS,speaker,566.36,194339.98,4.363,460.88
DDoS,camera,1203.74,286367.58,6.301,645.53
Normal,camera,157.76,114097.7,5.404,618.08
Normal,camera,128.01,107182.67,1.712,626.36
Normal,camera,138.18,79596.19,0.174,635.14
Normal,camera,97.74,101380.07,1.271,668.77
DDoS,speaker,579.03,166673.97,2.105,688.27
DDoS,camera,932.5,468798.09,4.997,800.41
Normal,camera,104.92,83277.71,2.605,738.25
Normal,light,44.36,21488.0,3.192,691.8
Normal,thermostat,52.96,23822.98,4.778,601.59
Normal,light,33.77,3608.61,4.251,366.72
Normal,camera,148.93,89754.32,0.77,655.05
Normal,thermostat,64.84,6230.78,2.961,708.84
Normal,camera,95.03,80429.92,2.701,665.09
DDoS,camera,1042.83,539423.65,18.464,540.82
Normal,speaker,85.6,36588.98,1.588,493.99
Normal,camera,119.93,107814.25,13.315,638.75
Normal,thermostat,58.63,28435.2,3.62,706.3
DDoS,thermostat,380.27,84631.87,14.697,572.11
Normal,thermostat,65.12,17172.41,1.605,600.86
Normal,speaker,41.94,47477.15,1.895,523.25
Normal,camera,132.53,92166.06,3.637,749.69
DDoS,light,340.18,74321.25,8.208,510.44
Normal,speaker,79.6,44904.97,8.561,672.66
DDoS,light,396.54,73671.08,7.793,739.47
DDoS,speaker,428.69,206928.25,2.026,662.71
DDoS,camera,1128.02,467968.12,5.138,553.82
Normal,thermostat,73.03,33404.43,1.807,785.06
Normal,camera,107.88,88486.3,3.187,626.59
Normal,light,35.95,14276.09,4.542,739.82
DDoS,speaker,614.26,143145.6,2.142,510.82
Normal,camera,145.21,85983.66,4.486,706.57
Normal,light,30.65,6413.1,2.298,767.72
DDoS,camera,715.4,480647.9,2.863,666.39
Normal,light,59.41,21991.35,0.795,772.05
Normal,thermostat,90.36,14768.26,5.647,623.89
Normal,speaker,83.59,48931.43,2.229,809.58
Normal,light,31.52,100.0,0.841,650.81
DDoS,thermostat,603.43,148458.13,6.942,403.04
Normal,camera,160.03,105813.32,2.168,677.53
Normal,camera,132.47,109004.61,3.192,528.43
Normal,camera,112.83,90350.53,3.205,574.51
DDoS,camera,587.03,630441.18,1.941,825.0
DDoS,speaker,590.95,161660.91,4.81,746.89
Normal,light,59.14,7161.56,0.43,649.79
Normal,thermostat,68.22,24956.75,2.855,604.09
Normal,camera,120.19,98711.08,6.647,682.87
DDoS,speaker,715.55,176013.6,1.312,328.7
Normal,light,45.61,3435.45,4.573,829.52
DDoS,camera,855.79,623988.97,1.84,554.23
Normal,light,51.44,3914.18,0.456,617.8
Normal,thermostat,44.16,23552.64,0.999,589.6
Normal,camera,157.93,89464.82,1.367,685.6
DDoS,thermostat,493.36,96514.52,3.384,521.28
Normal,thermostat,67.09,35236.73,5.382,705.53
DDoS,camera,672.08,478971.22,4.143,580.24
Normal,speaker,40.86,31785.93,0.099,725.29
Normal,speaker,51.23,40084.88,3.162,605.69
Normal,light,59.59,28651.48,2.202,613.51
DDoS,thermostat,376.13,188586.46,3.87,564.05
Normal,thermostat,65.6,30340.51,3.08,636.87
DDoS,light,370.18,118494.75,7.575,449.86
DDoS,thermostat,564.53,43249.25,7.461,424.49
DDoS,camera,684.46,578097.17,4.656,422.08
Normal,thermostat,43.02,22343.22,1.244,751.96
DDoS,speaker,834.65,245943.21,2.024,441.03
DDoS,thermostat,393.64,95069.01,3.21,504.37
Normal,camera,95.88,98669.69,1.196,550.11
Normal,light,49.14,9846.97,3.106,604.95
Normal,camera,167.2,101382.17,2.136,517.97
Normal,camera,100.36,91564.29,2.668,734.3
Normal,camera,136.55,106233.63,4.276,654.46
Normal,thermostat,73.3,100.0,6.842,710.71
Normal,light,41.38,29520.47,1.835,410.38
Normal,thermostat,59.44,34508.74,4.963,627.03
Normal,camera,110.3,85202.48,1.351,684.75
Normal,speaker,77.63,40899.04,2.938,602.12
Normal,speaker,106.74,45780.01,1.719,631.49
Normal,speaker,74.55,26958.91,4.715,656.4
Normal,camera,148.03,96794.52,3.022,500.73
Normal,thermostat,60.57,36748.43,1.45,452.89
Normal,speaker,36.92,30203.26,9.263,722.63
DDoS,light,316.41,103985.1,2.241,443.36
Normal,camera,129.09,91881.09,3.78,715.99
DDoS,camera,651.42,379236.9,9.629,437.29
Normal,thermostat,65.35,31710.4,0.964,741.28
Normal,speaker,84.03,31165.85,3.635,620.53
Normal,thermostat,34.05,45883.89,3.535,713.78
Normal,thermostat,29.22,39739.93,1.458,605.31
DDoS,camera,749.49,332978.82,14.032,375.51
Normal,light,23.77,19387.45,1.057,748.68
Normal,speaker,80.71,32837.17,0.976,745.3
Normal,thermostat,81.42,35251.81,5.929,736.95
Normal,light,63.89,19879.1,8.606,592.7
DDoS,speaker,550.83,227764.88,8.103,561.58
DDoS,camera,657.24,595578.41,2.392,382.08
Normal,thermostat,80.63,28862.02,1.272,607.83
Normal,camera,142.26,91665.9,2.893,512.32
Normal,light,25.35,12835.02,6.196,675.83
DDoS,light,320.63,86756.54,6.667,497.38
Normal,light,36.77,9941.87,0.361,819.23
Normal,light,44.02,43210.99,2.436,722.53
DDoS,thermostat,450.27,136699.37,3.352,315.66
Normal,speaker,57.22,14818.23,4.184,727.01
Normal,thermostat,52.92,10217.58,3.798,622.18
DDoS,camera,1069.86,754567.44,6.009,493.16
Normal,light,7.76,9613.61,1.104,564.13
Normal,light,21.53,19129.38,3.56,686.61
Normal,thermostat,83.3,20334.77,0.766,776.05
Normal,speaker,89.04,46473.55,0.998,713.44
Normal,speaker,86.38,36578.27,2.176,638.95
DDoS,camera,706.62,421711.56,4.848,440.88
Normal,speaker,70.28,25352.74,4.385,603.23
DDoS,camera,657.68,699278.16,4.69,571.45
DDoS,camera,795.87,547471.9,4.019,300.41
Normal,camera,124.6,83944.85,3.43,623.42
Normal,speaker,103.52,41872.7,0.887,619.79
Normal,light,32.3,11287.81,0.735,726.37
DDoS,camera,1111.15,344381.46,2.206,431.78
DDoS,thermostat,403.24,156455.85,6.672,618.1
Normal,light,54.78,100.0,3.461,448.62
DDoS,camera,907.14,465338.39,4.91,725.16
Normal,speaker,90.5,30545.7,1.082,535.42
DDoS,speaker,570.9,177863.51,1.905,658.02
Normal,thermostat,30.79,16513.74,2.647,683.43
Normal,speaker,57.8,17055.41,0.49,792.71
DDoS,thermostat,419.54,228575.59,4.773,708.94
Normal,speaker,104.23,49144.35,0.338,561.26
Normal,light,9.38,18605.12,5.828,647.76
Normal,light,37.43,15784.62,3.057,789.76
Normal,camera,108.62,66986.01,0.208,717.92
Normal,speaker,58.44,31078.05,0.93,688.28
DDoS,thermostat,478.21,90570.48,9.668,573.43
Normal,camera,113.09,90833.1,1.249,724.02
Normal,camera,147.1,82194.31,5.785,593.86
DDoS,light,294.16,120463.59,1.283,461.05
Normal,thermostat,73.49,21697.81,1.917,544.88
Normal,light,49.1,13896.25,5.33,597.6
DDoS,speaker,326.82,230057.99,4.37,347.78
DDoS,camera,922.84,498666.5,4.134,488.46
Normal,light,74.47,100.0,5.357,651.99
DDoS,camera,1096.34,145473.85,3.63,499.53
Normal,speaker,83.15,42673.14,4.658,663.53
DDoS,speaker,605.85,247499.47,6.36,620.47
Normal,thermostat,74.48,18827.0,4.71,735.89
DDoS,light,243.79,157410.53,2.209,476.62
Normal,thermostat,52.41,27338.07,1.378,784.36
DDoS,thermostat,387.55,105401.32,2.511,355.27
DDoS,speaker,456.97,248449.71,2.29,546.6
DDoS,thermostat,347.22,154771.03,4.219,633.25
Normal,thermostat,78.49,27799.45,2.201,581.32
Normal,thermostat,68.67,31557.85,0.548,462.15
Normal,speaker,74.89,32541.67,9.83,573.03
DDoS,thermostat,619.71,97332.21,3.587,454.05
Normal,camera,118.38,74885.25,3.257,744.66
DDoS,light,274.02,76969.1,0.758,686.89
DDoS,speaker,482.32,120896.91,11.773,528.35
Normal,camera,124.02,100747.67,2.43,640.18
DDoS,camera,1034.9,505246.32,2.228,508.36
Normal,camera,100.2,96802.8,1.325,592.55
Normal,thermostat,47.69,37636.84,2.798,657.66
Normal,thermostat,46.65,20612.18,3.118,697.44
Normal,light,29.96,30317.03,10.212,664.83
DDoS,light,309.59,100236.66,3.692,509.03
Normal,light,23.94,16696.99,3.846,686.85
Normal,thermostat,28.37,51909.17,2.085,581.51
DDoS,speaker,396.11,160071.95,3.041,524.93
DDoS,thermostat,432.32,133955.03,4.234,780.64
Normal,speaker,67.93,36100.63,2.154,639.18
DDoS,light,303.42,95969.34,5.924,306.73
Normal,camera,129.52,74318.14,7.685,588.97
Normal,light,52.81,23959.11,1.676,558.14
Normal,thermostat,96.78,44268.28,1.159,690.21
Normal,light,45.22,16762.6,3.69,715.15
DDoS,camera,1487.39,465143.04,2.725,600.78
Normal,camera,133.17,84901.91,0.999,710.66
DDoS,speaker,288.09,225577.39,0.699,456.67
Normal,camera,114.43,71821.28,3.321,654.61
Normal,speaker,70.07,41954.97,1.164,584.09
DDoS,camera,857.01,516525.37,10.164,539.03
DDoS,light,410.21,43757.76,4.113,628.39
Normal,light,26.26,23475.76,3.702,527.59
Normal,thermostat,25.29,9689.55,2.436,899.06
Normal,thermostat,81.17,25866.39,6.07,737.4
Normal,camera,131.99,103188.88,0.678,703.98
DDoS,camera,783.7,471935.5,7.272,861.64
DDoS,thermostat,369.5,96013.03,3.926,591.94
Normal,light,56.43,6282.88,2.633,649.39
DDoS,speaker,652.37,273595.17,2.3,463.62
Normal,speaker,71.24,37378.02,2.625,669.18
Normal,light,67.07,100.0,3.578,747.24
Normal,light,23.92,11204.91,4.134,600.43
Normal,light,60.05,8787.25,6.474,625.45
Normal,camera,87.48,100503.96,3.178,726.1
Normal,speaker,68.44,28799.23,2.075,788.32
Normal,light,76.44,15771.84,3.293,490.11
Normal,light,28.37,27527.35,6.039,672.97
DDoS,camera,831.16,551007.56,2.131,508.19
Normal,thermostat,86.86,35489.37,4.212,696.08
Normal,thermostat,96.22,19743.17,2.26,531.37
DDoS,speaker,524.25,176878.89,1.518,579.22
DDoS,thermostat,261.38,122490.88,7.715,513.48
DDoS,thermostat,320.96,62590.32,12.408,427.44
Normal,speaker,59.76,45890.08,3.224,682.19
Normal,camera,117.59,88113.28,4.788,744.21
Normal,thermostat,56.6,13695.84,0.608,698.89
Normal,camera,97.34,71123.9,2.624,623.59
DDoS,light,399.4,82866.77,6.548,508.73
Normal,speaker,82.99,20953.82,5.078,677.63
Normal,camera,121.07,98521.56,2.356,602.8
Normal,speaker,45.4,38341.51,9.692,812.6
Normal,camera,98.57,89880.06,1.157,626.18
DDoS,speaker,623.03,280921.49,5.28,521.12
Normal,light,30.09,17450.27,2.379,503.93
Normal,speaker,82.27,42855.7,1.808,700.35
Normal,camera,119.87,107287.2,4.474,583.03
Normal,speaker,80.67,45179.81,2.353,481.93
Normal,light,2.98,23664.99,3.481,599.74
Normal,thermostat,56.05,41013.79,0.901,645.87
Normal,speaker,85.35,42724.56,9.521,826.67
DDoS,camera,427.23,429693.74,5.892,329.04
DDoS,speaker,560.29,154887.25,3.486,514.64
DDoS,camera,756.03,382313.49,5.347,589.66
DDoS,light,289.49,85082.54,1.495,674.26
Normal,thermostat,61.09,17764.51,0.716,455.98
Normal,camera,133.91,90951.74,3.153,524.22
Normal,camera,121.98,108146.82,2.429,650.53
DDoS,camera,907.14,206692.49,2.847,318.5
DDoS,thermostat,525.31,95704.69,2.173,436.93
DDoS,thermostat,415.8,91631.8,10.018,573.13
Normal,light,45.84,17016.69,8.441,690.48
DDoS,camera,906.26,510108.77,3.399,506.75
Normal,camera,124.45,91927.34,2.465,797.91
Normal,light,54.59,9303.81,1.005,563.09
Normal,camera,129.83,96051.09,1.938,490.81
Normal,speaker,100.89,32550.37,1.462,625.37
Normal,speaker,88.88,50385.3,1.583,616.96
Normal,light,71.43,18429.97,6.054,568.9
Normal,light,30.53,14385.37,1.899,742.09
Normal,speaker,80.87,25889.09,2.522,634.91
DDoS,camera,822.95,396086.34,3.873,428.12
DDoS,camera,672.31,567301.91,5.703,477.68
Normal,camera,136.57,82907.45,0.967,765.58
DDoS,light,225.08,112454.68,1.97,784.81
DDoS,camera,475.71,293795.07,7.031,408.31
Normal,light,60.53,3562.5,2.19,629.75
Normal,speaker,50.93,54091.3,1.427,607.49
Normal,speaker,94.67,53008.38,1.949,576.72
Normal,thermostat,29.1,34639.79,0.475,695.77
DDoS,camera,1189.55,386459.19,2.332,562.48
DDoS,speaker,197.07,266975.48,4.463,501.34
Normal,light,53.83,30716.38,0.875,760.94
DDoS,camera,692.53,492708.07,5.714,581.16
DDoS,camera,971.3,616717.93,6.953,433.93
DDoS,speaker,509.59,140831.61,4.18,316.23
Normal,light,60.5,29333.56,3.708,676.24
DDoS,speaker,570.84,108884.94,1.929,573.78
Normal,speaker,83.42,46160.87,0.435,653.43
Normal,light,44.95,11778.77,1.537,718.42
Normal,thermostat,86.67,31053.95,1.568,632.04
Normal,thermostat,38.83,22146.23,1.786,680.45
DDoS,thermostat,469.44,192976.8,3.179,671.09
Normal,thermostat,42.26,36879.41,6.77,571.86
Normal,light,75.96,14063.58,4.387,516.82
Normal,light,71.86,14600.48,5.927,569.64
DDoS,speaker,435.51,258731.27,1.163,545.42
Normal,thermostat,60.68,30274.12,2.896,636.45
DDoS,light,283.16,92301.0,1.798,707.52
Normal,light,54.56,13947.01,1.251,664.33
Normal,light,19.11,100.0,3.113,721.44
Normal,light,40.23,100.0,3.098,619.78
Normal,camera,115.16,89346.35,2.452,647.26
Normal,thermostat,58.35,2490.29,6.751,719.09
Normal,camera,106.96,89507.01,2.756,766.72
DDoS,thermostat,449.1,147658.62,5.193,504.78
Normal,thermostat,89.47,25859.29,0.303,553.66
Normal,light,53.46,11147.44,8.931,619.18
Normal,speaker,44.42,39374.93,1.994,563.83
DDoS,light,368.73,90540.8,5.187,367.88
Normal,light,62.78,11335.07,4.761,737.67
Normal,thermostat,66.69,22485.66,1.523,562.34
DDoS,light,360.01,52155.39,2.382,363.34
Normal,camera,98.75,85014.59,0.702,638.56
Normal,camera,136.52,74136.52,1.508,622.78
Normal,thermostat,98.93,24409.91,3.224,496.3
Normal,thermostat,49.28,23999.47,1.246,653.83
Normal,camera,114.37,86702.01,3.288,590.29
Normal,camera,136.59,84329.59,0.828,673.77
Normal,camera,138.77,100452.54,2.112,627.57
Normal,speaker,70.1,21774.9,2.789,616.57
Normal,thermostat,59.53,16594.31,2.336,693.44
DDoS,thermostat,420.62,128604.42,1.373,335.62
DDoS,camera,228.79,531455.29,2.499,460.02
DDoS,light,258.0,90398.47,2.54,528.48
Normal,camera,120.82,89094.09,4.275,750.4
Normal,camera,124.77,84798.82,1.822,579.78
Normal,thermostat,70.38,25038.31,2.408,579.57
Normal,camera,106.45,92512.25,1.58,590.84
DDoS,camera,898.07,412470.27,5.166,513.0
Normal,camera,125.23,85025.81,5.378,572.09
